feature,importance
msg_rate,0.4055982148070513
radar_rate,0.40114369688771045
odometry_ratio,0.14377469669441992
imu_ratio,0.04201492657662492
lidar_ratio,0.004144439531832326
radar_ratio,0.0014095439437703443
imu_rate,0.0007748895136008758
lidar_rate,0.0005345852968029037
distance_km,0.00023184286677633764
image_ratio,0.00014866053342218216
odometry_rate,0.0001388569151121404
image_rate,8.564643287634217e-05
duration,0.0
