feature,importance
odometry_ratio,0.38062674384359213
perception_to_nav_ratio,0.2716112593243205
imu_ratio,0.1518704036644871
n_active_topics,0.14473915651167224
lidar_ratio,0.01545840071858915
radar_to_lidar_ratio,0.014241643629580131
avg_speed_kmh,0.006880187134249565
distance_km,0.006777811424974214
radar_ratio,0.005962849553548448
image_ratio,0.0013457533679201395
lidar_to_camera_ratio,0.000485790827066411
duration,0.0
